acid,MG,ST,FC,P_CLR,P_FRM,P_DENS,POD,SC_L,SC_CLR,H_CLR,protein,oil,Linoleic,Linolenic,eno,R1,R8,Hgt,Mat,Ldg,SQ,SdWgt,Yield,CommonName
PI196166,V,D,P,Lt,A,Ssp,Br,I,Bl,Bl,43.9,18.0,57.5,7.6,492374.0,619.0,921.0,33.0,921.0,2.0,2.3,18.4,1.06,
PI196167,IV,D,W,G,E,Ssp,Tn,D,Y,Bf,42.6,18.4,53.8,12.7,11003.0,802.0,1027.0,99.0,1027.0,3.6,2.5,20.5,1.86,Baik Tae
PI196168,V,D,W,G,E,Ssp,Tn,D,Y,Bf,42.4,19.9,55.3,5.9,492374.0,624.0,918.0,61.0,918.0,2.5,2.8,19.3,1.93,Baik tae
PI196170,IV,D,P,T,E,Ssp,Br,D,Y,Br,44.1,18.1,55.0,9.5,11003.0,801.0,1017.0,79.0,1017.0,3.5,2.3,22.0,2.09,Bang Kohng
PI196171,IV,D,P,G,E,Ssp,Br,I,Gn,Bf,43.6,18.7,54.8,9.1,11003.0,803.0,1020.0,89.0,1020.0,3.9,2.5,21.0,2.0,Cheng Du
PI196172,IV,D,P,T,E,Ssp,Br,I,Bl,Bl,44.1,18.7,51.9,12.4,11003.0,727.0,1014.0,71.0,1014.0,3.9,2.5,19.8,2.22,Huk Tae
PI196175,V,D,P,T,A,Ssp,Tn,I,Y,Brbl,53.1,13.1,49.2,6.3,492374.0,625.0,921.0,46.0,921.0,3.0,2.0,6.5,0.77,Yu tae
PI196177,V,D,P,G,E,N,Tn,I,Y,Y,45.2,17.2,56.4,6.2,492374.0,617.0,911.0,35.0,911.0,1.0,1.8,5.8,2.23,Yu tae
PI196486,0,D,P,T,E,N,Tn,I,Y,Br,43.6,19.5,40.4,5.2,11001.0,630.0,907.0,48.0,907.0,1.5,3.0,28.5,0.71,201-14-10-1
PI196530,0,D,P,T,E,Ssp,Br,D,Y,Bl,45.4,19.0,43.0,6.6,11001.0,628.0,828.0,56.0,828.0,3.0,3.5,17.9,0.9,
PI198067,0,D,P,T,Sa,N,Tn,S,Rbr,Rbr,43.0,20.1,45.9,6.4,11001.0,629.0,827.0,51.0,827.0,2.0,3.0,15.1,0.77,Ugra Saja
PI198078,VII,D,P,T,A,N,Tn,I,Y,Br,46.9,15.8,56.2,7.3,491454.0,812.0,1019.0,78.0,1019.0,2.5,2.3,12.7,2.07,Punjab-1
PI200445,VIII,D,P,T,A,N,Tn,I,Y,Br,45.1,16.9,59.5,7.9,491454.0,812.0,1107.0,110.0,1107.0,2.0,2.0,14.8,1.9,Aka Nida
PI200446,VI,D,W,T,A,N,Tn,I,Y,Br,43.1,19.4,52.7,7.9,491453.0,716.0,1004.0,59.0,1004.0,2.0,2.3,13.4,1.2,Aka Saya
PI200447,V,D,P,T,E,N,Br,I,Rbr,Rbr,45.1,15.0,61.1,7.8,492374.0,617.0,911.0,30.0,911.0,1.0,2.3,6.9,2.06,Akasome
PI200448,VII,D,W,G,E,N,Tn,I,Y,Bf,45.3,18.1,54.3,7.3,491454.0,803.0,1021.0,99.0,1021.0,1.0,2.3,17.4,1.6,Aki Daizu No. 1
PI200449,VII,D,P,T,Sa,Ssp,Br,I,Y,Br,44.7,18.5,58.8,7.4,491453.0,806.0,1027.0,78.0,1027.0,2.5,2.5,12.5,0.98,Aki Daizu
PI200450,V,D,P,T,E,N,Br,I,Y,Br,42.7,17.9,54.8,6.9,492374.0,617.0,922.0,58.0,922.0,3.0,2.8,14.5,1.99,Akita ani
PI200451,VIII,D,P,T,A,N,Tn,I,Y,Br,45.7,17.6,57.4,8.2,491454.0,809.0,1104.0,105.0,1104.0,2.5,3.0,17.1,2.05,Amakusa Daizu
PI200452,VIII,D,P,T,Sa,N,Tn,I,Y,Br,49.8,15.0,56.3,7.1,491454.0,827.0,1107.0,120.0,1107.0,4.0,2.8,13.4,1.25,Amakusa Nou No. 2
PI200453,III,D,W,G,A,Ssp,Br,I,Gn,Bf,43.4,18.2,48.4,8.8,11003.0,721.0,917.0,71.0,917.0,4.0,2.8,16.6,1.59,Ao Ji No. 40
PI200454,VII,D,P,T,A,N,Br,I,Gn,Gn,48.9,14.9,57.6,6.7,491454.0,827.0,1101.0,133.0,1101.0,3.0,2.8,13.4,1.24,Aokimame
PI200455,VIII,D,P,T,A,N,Tn,I,Y,Bl,45.2,19.3,58.8,7.3,491454.0,812.0,1104.0,113.0,1104.0,3.0,3.0,19.4,1.65,Aso No. 1
PI200456,VIII,D,W,T,A,N,Tn,I,Rbr,Rbr,45.9,17.1,57.8,7.0,491454.0,809.0,1110.0,106.0,1110.0,3.5,2.5,23.0,1.54,Awashima Zairai
PI200457,III,D,P,G,A,Ssp,Br,D,Lgn,Bf,45.0,19.2,50.6,7.6,11003.0,719.0,924.0,74.0,924.0,2.7,2.8,21.3,1.66,Azuma Aki
PI200458,III,D,P,T,A,Ssp,Br,S,Y,Br,40.9,19.0,49.6,9.1,11003.0,728.0,929.0,76.0,929.0,4.3,2.5,14.6,1.84,Ban Echigo No. 8
PI200459,VIII,D,P,T,A,N,Br,I,Gnbr,Br,44.1,16.2,57.8,9.0,491454.0,816.0,1105.0,122.0,1105.0,5.0,2.5,8.7,1.28,Chi Ya Sengoku
PI200460,IV,D,P,T,A,N,Br,S,Y,Lbr,39.8,19.1,55.3,9.4,11003.0,730.0,1013.0,86.0,1013.0,3.8,2.5,17.8,1.7,Ching Tao No. 21
PI200461,VI,D,P,T,Sa,Ssp,Bl,S,Gnbr,Gnbr,47.3,13.7,56.7,8.4,491453.0,718.0,1006.0,64.0,1006.0,2.0,2.3,8.6,0.5,Chiya Kotsubu
PI200462,VII,D,P,T,A,N,Br,I,Y,Br,52.4,17.0,56.0,8.0,491454.0,731.0,1102.0,105.0,1102.0,3.0,2.5,15.9,2.23,Daizu No. 1
PI200463,IV,D,P,T,E,Ssp,Br,S,Y,Br,45.5,17.4,52.2,7.9,11003.0,728.0,1009.0,81.0,1009.0,4.0,2.3,17.0,1.96,Daizu Shin No. 2
PI200465,VIII,D,P,T,A,N,Tn,I,Y,Br,43.6,18.6,56.8,8.2,491454.0,825.0,1107.0,103.0,1107.0,4.0,2.0,12.1,1.79,Fusanari Daizu
PI200466,VII,D,P,T,A,N,Br,I,Y,Br,43.4,19.5,57.6,8.1,491454.0,825.0,1102.0,120.0,1102.0,3.0,2.5,11.3,1.87,Gaku Bun
PI200468,V,D,W,G,A,Ssp,Br,I,Y,Bf,45.3,19.1,54.9,6.0,492374.0,627.0,1001.0,69.0,1001.0,3.5,3.5,17.0,1.35,Hachigatsu
PI200469,VII,D,P,G,A,Ssp,Br,I,Y,Bf,45.7,17.7,56.7,6.8,491454.0,806.0,1024.0,85.0,1024.0,1.0,2.5,26.2,1.88,Hanashirazu
PI200470,IV,D,P,-,C,N,Tn,D,Y,Y,42.9,18.3,51.9,10.1,11003.0,725.0,1011.0,64.0,1011.0,4.3,2.5,16.1,0.67,Hanayome
PI200471,III,D,P,-,C,N,Tn,S,Y,Bf,41.1,19.2,47.9,9.6,11003.0,724.0,1002.0,64.0,1002.0,3.1,2.3,13.6,1.19,Hanayome Ibaragi No. 1
PI200472,V,D,P,G,E,Ssp,Tn,I,Y,Y,44.2,18.2,58.2,7.2,492374.0,621.0,916.0,45.0,916.0,2.5,2.3,7.3,2.06,Hang kao
PI200473,III,D,P,G,A,N,Tn,I,Y,Bf,42.1,18.4,49.3,11.0,11003.0,720.0,919.0,71.0,919.0,3.8,2.5,13.3,1.47,Higo Daizu No. 47
PI200475,VII,D,P,T,E,Sp,Br,I,Bl,Bl,45.0,17.6,55.7,6.9,491454.0,728.0,1021.0,143.0,1021.0,4.0,2.5,23.9,1.62,Hiroshima Kuro Daizu
PI200477,VII,D,P,T,E,Ssp,Br,I,Y,Br,54.2,14.8,55.9,8.4,491454.0,821.0,1103.0,110.0,1103.0,4.0,3.0,9.6,0.91,Hondo Daizu
PI200478,III,D,W,-,-,G,Br,D,Y,Br,41.7,18.8,53.8,10.5,11003.0,723.0,922.0,36.0,922.0,3.0,2.3,11.3,0.65,Ichiyo Gawari
PI200479,II,D,W,T,A,N,Br,D,Y,Br,39.9,17.2,47.1,9.1,11002.0,721.0,911.0,84.0,911.0,4.0,2.0,10.2,1.77,Ishibai
PI200480,III,D,P,-,C,N,Tn,D,Y,Bf,44.9,17.3,50.6,8.9,11003.0,721.0,929.0,53.0,929.0,3.4,2.3,17.6,1.09,Itate No. 14
PI200482,II,D,P,G,Sa,N,Br,D,Y,Bf,40.6,21.1,46.6,8.8,11002.0,720.0,911.0,69.0,911.0,3.3,2.3,12.3,1.73,Kairiyo Shirome
PI200483,VI,D,P,T,Sa,Ssp,Tn,I,Gn,Bl,45.2,15.7,57.5,8.5,491453.0,727.0,1002.0,84.0,1002.0,2.0,2.0,7.8,1.47,Kari Hane
PI200485,III,D,P,-,C,N,Tn,S,Y,Bf,40.7,19.0,51.3,9.2,11003.0,725.0,1002.0,64.0,1002.0,3.1,2.0,13.9,1.15,Keburi
PI200488,VIII,D,P,T,E,N,Br,I,Y,Br,46.3,14.6,57.0,7.7,491454.0,824.0,1106.0,126.0,1106.0,4.0,2.8,11.7,1.37,Kiro Aki Daizu
PI200491,VII,D,W,T,E,N,Br,I,Gn,Br,47.1,14.2,57.2,8.7,491454.0,808.0,1102.0,108.0,1102.0,3.0,2.5,11.7,1.84,Kochi Aki Daizu
PI200492,VII,D,W,T,A,N,Tn,I,Y,Br,46.1,17.9,56.3,7.1,491454.0,728.0,1031.0,99.0,1031.0,4.0,2.8,19.5,2.24,Komata
PI200493,VII,D,P,T,E,Ssp,Tn,I,Gn,Bl,45.3,18.1,55.5,7.4,491454.0,810.0,1030.0,93.0,1030.0,3.5,2.5,18.8,1.79,Kuma Zairai
PI200496,III,D,P,G,A,Ssp,Br,D,Lgn,Bf,41.8,18.5,47.5,10.6,11003.0,726.0,928.0,79.0,928.0,3.7,2.0,11.0,1.9,Kurosaya
PI200497,VI,D,P,T,E,N,Tn,I,Br,Br,42.6,17.1,53.9,7.2,491453.0,726.0,1018.0,80.0,1018.0,2.5,2.5,16.2,0.98,Mammoth Brown
PI200499,III,D,W,G,E,N,Tn,D,Y,Bf,45.0,15.7,49.5,11.1,11003.0,722.0,923.0,81.0,923.0,3.7,2.0,11.7,2.02,Matsu Ura No. 24
PI200500,VII,D,P,G,A,N,Br,I,Y,Bf,44.0,19.5,55.9,6.5,491454.0,806.0,1102.0,119.0,1102.0,3.0,2.5,19.2,1.69,Mejiro
PI200501,IV,D,W,T,Sa,Ssp,Br,S,Y,Br,42.2,17.5,48.2,10.5,11003.0,804.0,1006.0,89.0,1006.0,4.3,2.5,11.3,1.36,Mikuriya
PI200502,VI,D,P,T,A,Ssp,Tn,I,Y,Br,47.8,15.8,45.0,15.9,491453.0,802.0,1019.0,95.0,1019.0,3.5,2.3,9.9,1.15,Misao
PI200503,V,D,P,T,E,Ssp,Tn,D,Y,Br,44.2,19.1,54.8,6.7,492374.0,629.0,920.0,67.0,920.0,3.5,2.3,9.5,1.78,Miyashiro jun
PI200504,IV,D,P,G,A,Ssp,Tn,D,Y,Lbf,41.6,17.0,48.2,11.2,11003.0,801.0,1017.0,84.0,1017.0,3.7,2.3,16.1,2.06,Mizu Moguri
PI200505,VI,D,P,G,E,N,Br,I,Y,Y,43.6,18.3,57.5,8.6,491453.0,723.0,1007.0,70.0,1007.0,1.5,1.8,11.4,1.3,Nagahashi
PI200506,VII,D,P,G,A,N,Tn,I,Y,Bf,47.0,17.5,57.1,6.2,491454.0,802.0,1029.0,97.0,1029.0,3.0,3.0,20.6,1.82,Nakate No. 2
PI200507,VIII,D,W,G,A,N,Tn,I,Y,Bf,44.3,17.0,57.2,6.5,491454.0,801.0,1105.0,103.0,1105.0,2.0,2.5,23.0,1.96,Natsu Daizu No. 1
PI200508,I,D,P,G,A,N,Br,D,Y,Bf,39.2,17.5,45.9,7.9,11002.0,718.0,911.0,79.0,911.0,3.8,3.0,13.1,1.88,Natsu Daizu
PI200509,VIII,D,P,T,A,N,Br,I,Y,Br,45.0,18.4,59.4,7.8,491454.0,809.0,1105.0,113.0,1105.0,3.0,2.5,18.4,2.38,Nishimura Daizu
PI200510,V,D,P,G,Sa,Ssp,Br,I,Y,Bf,45.8,17.1,57.0,8.7,492374.0,701.0,927.0,72.0,927.0,3.0,2.3,10.3,1.93,Nogoshi
PI200517,IV,D,P,T,Sa,Ssp,Br,S,Y,Br,43.7,17.0,50.5,8.9,11003.0,802.0,1009.0,81.0,1009.0,3.9,2.5,11.6,1.67,Onihadaka No. 6
PI200518,IV,D,P,T,Sa,Ssp,Br,S,Y,Br,41.7,17.2,52.0,10.3,11003.0,805.0,1013.0,91.0,1013.0,4.3,2.3,11.7,2.0,Onihadaka No. 7
PI200519,IV,D,P,T,A,Sp,Br,D,Y,Lbr,42.8,18.0,55.2,9.9,11003.0,729.0,1011.0,81.0,1011.0,3.8,2.5,13.9,1.5,Onihadaka Saki No. 1
PI200520,VIII,D,P,T,A,N,Tn,I,Y,Brbl,44.4,17.0,58.2,6.9,492319.0,808.0,1102.0,136.0,1102.0,3.5,2.0,11.4,1.34,Ono
PI200521,IX,D,P,T,A,N,Br,I,Y,Br,46.0,14.7,58.4,9.9,491454.0,902.0,1116.0,122.0,1116.0,4.0,3.0,13.8,1.23,Oura
PI200522,IV,D,P,Lt,Sa,Ssp,Br,S,Y,Br,42.4,16.8,52.5,9.9,11003.0,804.0,1011.0,79.0,1011.0,3.9,2.5,11.1,1.98,Rikuu No. 7
PI200524,VIII,D,P,T,E,N,Br,I,Y,Br,45.5,16.5,57.1,7.7,491454.0,820.0,1105.0,98.0,1105.0,3.5,2.5,10.9,1.57,Shimo Baba
PI200525,VIII,D,P,T,A,N,Br,I,Y,Br,47.9,17.8,57.1,7.6,491454.0,821.0,1105.0,100.0,1105.0,3.5,2.5,11.4,1.81,Shimotsu Ura
PI200526,VIII,D,P,T,A,N,Br,I,Y,Bl,45.9,16.8,58.8,7.9,491454.0,821.0,1105.0,114.0,1105.0,4.0,3.0,14.2,1.36,Shira Nuhi
PI200527,VII,D,P,G,A,N,Br,I,Y,Bf,46.1,16.8,58.9,7.6,491454.0,801.0,1028.0,85.0,1028.0,2.0,3.0,20.1,1.86,Shiro Daihachirin
PI200528,VIII,D,W,G,A,N,Tn,I,Y,Bf,44.2,17.3,54.8,6.6,491454.0,801.0,1104.0,103.0,1104.0,2.0,3.0,22.1,1.8,Shiro Daizu
PI200529,VII,D,P,G,A,N,Tn,I,Y,Bf,43.8,18.4,54.7,6.4,491454.0,728.0,1030.0,82.0,1030.0,2.5,2.8,24.9,1.86,Shiro Daizu No. 1
PI200530,VII,D,P,G,A,Ssp,Tn,I,Y,Bf,44.0,19.5,55.4,6.9,491454.0,726.0,1021.0,95.0,1021.0,2.5,3.0,22.6,2.12,Shiro Daizu No. 3
PI200531,VIII,D,P,T,A,N,Br,I,Y,Br,46.1,16.4,56.5,7.1,491454.0,810.0,1105.0,90.0,1105.0,2.5,3.5,19.1,2.14,Shiro Daizu
PI200532,VIII,D,P,T,A,N,Br,I,Gn,Br,45.5,15.9,56.3,7.3,491454.0,901.0,1110.0,145.0,1110.0,4.0,3.0,12.8,1.27,Shiro Hanasaki No. 1
PI200533,III,D,P,-,C,N,Tn,S,Y,Bf,41.4,19.5,50.1,8.7,11003.0,726.0,1006.0,66.0,1006.0,3.2,2.5,13.6,1.22,Shirome No. 22
PI200534,V,D,P,G,A,Ssp,Br,D,Y,Y,44.8,19.5,52.1,6.1,492374.0,623.0,907.0,68.0,907.0,2.0,3.3,18.4,2.74,Shironakafuto
PI200535,III,D,W,G,A,Ssp,Tn,D,Y,Y,43.7,18.3,50.8,10.4,11003.0,720.0,930.0,69.0,930.0,4.0,2.8,21.4,1.53,Shirosaya
PI200536,IV,D,P,T,A,N,Br,S,Y,Tn,40.0,18.7,51.1,7.9,11003.0,730.0,1017.0,89.0,1017.0,3.8,2.3,17.5,1.86,Shirosota
PI200538,VIII,D,P,G,E,N,Tn,I,Y,Bf,46.3,18.0,52.0,6.5,491454.0,801.0,1105.0,105.0,1105.0,4.0,3.3,21.8,1.57,Sugao Zairai
PI200539,VII,D,P,T,E,Ssp,Tn,I,Y,Br,45.4,17.8,55.8,8.0,491454.0,809.0,1102.0,109.0,1102.0,2.0,2.8,14.9,1.59,Suzanari
PI200541,IV,D,P,G,A,Ssp,Br,S,Y,Lbf,41.1,18.3,50.3,8.9,11003.0,729.0,1010.0,86.0,1010.0,3.6,2.0,17.5,1.94,Takiya Jun No. 1
PI200543,VII,D,W,G,A,N,Tn,I,Y,Bf,44.4,17.4,55.8,6.2,491454.0,809.0,1101.0,105.0,1101.0,2.0,2.8,22.4,1.52,Tamanishiki
PI200544,VII,D,P,T,E,N,Br,I,Bl,Bl,45.2,16.6,53.1,7.0,491454.0,723.0,1102.0,98.0,1102.0,3.0,3.0,38.9,1.75,Tanba Kuro
PI200545,IV,D,P,T,Sa,Ssp,Br,S,Y,Br,42.4,16.9,52.2,9.1,11003.0,803.0,1013.0,81.0,1013.0,3.9,2.3,11.8,1.9,Thizuka Ibaragi No. 1
PI200546,V,D,P,T,A,Ssp,Br,I,Lgn,Br,43.2,17.8,57.1,8.0,492374.0,619.0,923.0,65.0,923.0,2.0,2.8,15.4,2.28,Wada ani
PI200547,VIII,D,P,T,A,Ssp,Br,I,Y,Br,47.6,15.0,54.8,8.1,491454.0,823.0,1112.0,113.0,1112.0,3.0,2.5,18.1,1.3,Waka Shima
PI200548,III,D,W,G,Sa,N,Br,I,Gn,Bf,44.2,17.3,43.9,8.9,11003.0,719.0,917.0,64.0,917.0,3.3,2.8,13.7,1.45,Wase Kin
PI200549,VIII,D,P,T,A,Ssp,Br,I,Y,Br,43.2,16.5,57.5,7.4,491454.0,823.0,1107.0,100.0,1107.0,4.0,2.5,11.7,1.66,Yashiro Zairai No. 1
PI200550,VIII,D,P,T,A,N,Br,I,Y,Br,47.0,14.9,56.4,8.5,491454.0,818.0,1104.0,95.0,1104.0,3.0,3.0,15.3,1.81,Yashiro Zairai No. 2
PI200551,VIII,D,P,T,Sa,N,Br,I,Y,Br,49.8,13.7,56.6,7.9,491454.0,821.0,1105.0,118.0,1105.0,4.0,2.8,11.6,0.91,Yonekadake
PI200552,II,D,W,T,E,N,Tn,S,Y,Br,41.2,15.1,48.6,9.6,11002.0,721.0,916.0,89.0,916.0,2.3,2.0,11.8,1.54,Yore
PI200553,VI,D,W,T,Sa,Ssp,Br,I,Bl,Bl,45.2,13.7,57.7,7.2,491453.0,804.0,1023.0,86.0,1023.0,4.0,2.5,18.4,1.21,Zairai Kuro Daizu
PI200593,I,D,P,G,E,N,Br,S,Y,Y,37.9,21.9,50.0,6.7,11002.0,701.0,905.0,56.0,905.0,1.3,2.3,14.4,2.3,Konistra
PI200832,VIII,D,W,G,Sa,N,Tn,I,Y,Bf,43.4,19.0,58.9,7.6,491454.0,727.0,1029.0,110.0,1029.0,2.0,2.5,15.0,2.9,
PI201421,VI,D,W,G,Sa,N,Tn,I,Y,Bf,46.6,18.0,58.5,6.7,491453.0,720.0,1011.0,73.0,1011.0,2.5,1.8,11.2,1.25,Wu-Kung
PI203398,VIII,D,P,T,A,N,Tn,S,Y,Br,52.2,12.4,57.4,9.7,491454.0,828.0,1103.0,130.0,1103.0,5.0,2.3,10.9,1.6,Abura
PI205083,VII,D,W,G,Sa,N,Br,I,Y,Bf,44.0,19.1,53.0,6.4,491454.0,720.0,1021.0,80.0,1021.0,3.5,2.5,21.2,1.42,Akasaya
PI205085,I,D,W,G,A,Ssp,Br,D,Y,Bf,37.1,13.7,47.7,8.9,11002.0,712.0,827.0,66.0,827.0,2.2,1.5,8.5,1.07,I-Higo-Wase
PI205086,III,D,P,-,C,N,Tn,I,Y,Bf,41.4,19.2,46.5,6.8,11003.0,720.0,923.0,61.0,923.0,3.0,2.8,13.3,0.98,Kimusume-Sai-I-go
PI205087,III,D,P,-,-,G,Br,I,Y,Br,42.3,19.1,49.8,7.3,11003.0,715.0,917.0,30.0,917.0,1.5,3.3,13.7,0.59,Narato-Hadaka
PI205088,IV,D,W,T,A,Ssp,Br,S,Y,Br,43.0,17.8,47.7,8.1,11003.0,730.0,1006.0,79.0,1006.0,4.0,2.5,11.9,1.53,Norin-I-go
PI205089,IV,D,W,T,A,Ssp,Br,S,Y,Bl,45.6,17.2,51.8,8.1,11003.0,727.0,1009.0,79.0,1009.0,3.2,2.5,19.5,1.63,Norin-II-go
PI205090,0,D,P,T,E,N,Br,D,Bl,Bl,49.7,20.0,45.5,6.9,11001.0,704.0,901.0,41.0,901.0,1.5,3.0,18.9,0.34,Sango-Waso
PI205092,II,D,W,G,E,N,Tn,I,Y,Bf,39.1,17.3,45.6,8.2,11002.0,718.0,911.0,76.0,911.0,2.3,2.5,14.9,1.71,Shirohana-Sai-I-go
PI205384,VI,D,P,T,A,N,Tn,I,Y,Y,44.3,18.8,54.9,7.3,491453.0,718.0,1017.0,72.0,1017.0,3.0,2.5,13.6,1.36,
PI208432,VI,D,W,T,A,N,Br,I,Br,Br,43.8,19.7,57.2,7.7,491453.0,725.0,1003.0,74.0,1003.0,2.0,2.3,12.4,1.04,
PI208782,VII,D,P,G,E,N,Tn,I,Y,Bf,45.0,18.5,53.4,6.5,491454.0,810.0,1028.0,103.0,1028.0,3.0,2.5,17.8,1.71,Gin-Daizu
PI208784,VIII,D,P,G,A,N,Lbr,I,Y,Bf,46.4,16.6,55.7,7.5,491454.0,814.0,1107.0,84.0,1107.0,3.5,2.5,19.9,1.77,Kiyozi
PI208788,VII,D,P,G,A,N,Br,I,Y,Bf,45.8,17.2,54.8,7.5,491454.0,809.0,1103.0,132.0,1103.0,5.0,3.0,16.6,1.34,Tookichi
PI208789,VII,D,P,G,A,N,Br,I,Y,Bf,43.2,19.6,53.7,7.4,491454.0,716.0,1019.0,81.0,1019.0,2.0,2.5,19.9,1.76,Zyuninyoshi
PI209334,III,D,P,Lt,E,N,Bl,S,Br,Br,41.9,18.1,53.1,9.0,11003.0,727.0,1003.0,84.0,1003.0,3.8,2.8,12.1,1.53,No. 9
PI209335,IV,D,P,T,E,N,Br,S,Gn,Bl,41.2,18.6,50.8,8.9,11003.0,731.0,1016.0,81.0,1016.0,2.9,2.5,11.4,1.86,
PI210179,V,D,P,T,E,Ssp,Br,D,Y,Br,47.1,16.3,39.0,7.5,492374.0,709.0,916.0,96.0,916.0,4.0,2.5,9.8,1.57,
PI210352,VII,D,W,G,Sa,N,Tn,I,Y,Bf,44.4,18.6,55.1,7.6,491454.0,806.0,1026.0,113.0,1026.0,4.0,2.5,14.0,1.86,Mammoth Yellow
PI212716,VI,D,P,T,E,N,Br,I,Y,Bl,42.6,19.5,56.5,8.6,491453.0,728.0,1012.0,78.0,1012.0,2.0,2.8,11.0,0.72,
PI215693,VI,D,P,T,A,N,Tn,I,Y,Br,47.7,16.0,54.7,7.0,491453.0,811.0,1017.0,86.0,1017.0,3.0,2.3,10.5,1.36,
PI219780,V,D,W,T,A,Ssp,Br,I,Y,Br,44.0,17.9,52.6,5.4,492374.0,621.0,1002.0,50.0,1002.0,3.0,3.3,16.1,1.01,Asahi No. 6
PI219782,IV,D,P,G,Sa,Ssp,Br,S,Y,Bf,41.2,19.9,50.3,6.7,11003.0,729.0,1018.0,84.0,1018.0,3.7,2.5,15.6,2.58,Azeminori
PI219783,IV,D,W,T,A,Ssp,Br,S,Y,Br,40.8,18.2,53.1,8.9,11003.0,727.0,1009.0,76.0,1009.0,3.4,2.5,17.5,1.23,Daruma-masari
PI219784,III,D,P,-,C,Sp,Tn,S,Y,Lbf,42.6,18.8,51.1,9.0,11003.0,723.0,927.0,53.0,927.0,2.1,2.5,13.6,1.17,Katazaya
PI219785,V,D,W,G,A,Ssp,Br,I,Y,Bf,42.1,20.0,53.1,5.6,492374.0,621.0,917.0,38.0,917.0,1.5,2.8,16.4,1.08,Ko No. 103
PI219787,IV,D,P,T,A,N,Br,S,Y,Br,40.2,19.0,52.5,10.1,11003.0,729.0,1013.0,89.0,1013.0,4.3,2.3,16.8,1.4,Ohwu No. 13
PI219789,V,D,W,T,A,N,Br,I,Y,Br,42.8,17.6,55.6,6.9,492374.0,703.0,926.0,61.0,926.0,1.5,3.0,20.5,1.88,Shin No. 4
PI221714,VI,D,P,G,E,Ssp,Tn,I,Y,Bf,45.4,18.8,55.5,7.3,491453.0,801.0,1020.0,91.0,1020.0,3.0,2.5,13.0,1.09,
PI221715,VII,D,P,T,E,N,Tn,I,Y,Br,45.7,18.1,56.1,8.3,491454.0,801.0,1030.0,105.0,1030.0,2.5,3.5,19.4,1.32,
PI221716,VII,D,P,T,E,N,Br,I,Y,Bl,42.1,19.2,56.4,7.6,491454.0,721.0,1015.0,94.0,1015.0,2.5,3.0,13.0,1.58,
PI221717,VI,D,W,G,E,Ssp,Br,I,Y,Bf,44.9,18.0,59.2,7.6,491453.0,725.0,1012.0,82.0,1012.0,2.0,1.8,8.0,1.49,
PI221972,VI,D,P,T,E,Ssp,Br,S,Gnbr,Gnbr,47.4,12.7,57.9,9.3,491453.0,716.0,1006.0,69.0,1006.0,2.5,2.0,6.4,0.74,Chakotsubu
PI221973,V,D,P,G,Sa,N,Br,I,Y,Bf,41.2,20.0,56.3,6.4,492374.0,619.0,929.0,66.0,929.0,2.0,2.5,14.7,1.39,Kiyosato
PI222546,VII,D,W,T,A,N,Tn,I,Gn,Bl,47.0,17.9,54.9,6.8,491454.0,816.0,1103.0,212.0,1103.0,3.0,2.5,10.3,1.43,
PI224268,VIII,D,P,T,A,N,Br,D,Y,Br,45.9,16.5,58.6,8.0,491454.0,821.0,1111.0,86.0,1111.0,4.0,3.0,14.7,1.52,Asomasari
PI224270,VII,D,W,G,A,N,Br,I,Y,Bf,44.1,18.3,57.5,8.2,491454.0,814.0,1101.0,98.0,1101.0,2.5,2.0,14.6,1.6,Howgyoku
PI224271,IV,D,B,T,A,Ssp,Br,S,Y,Br,41.2,20.0,50.5,10.2,11003.0,725.0,1010.0,74.0,1010.0,4.4,2.5,15.3,1.23,Nohrin--No. 3
PI224272,III,D,P,T,A,Ssp,Br,I,Y,Br,42.9,18.7,53.3,8.9,11003.0,720.0,926.0,81.0,926.0,3.7,2.5,19.1,1.88,Ohdate--No. 1
PI224273,VII,D,P,T,A,N,Br,I,Y,Br,44.5,19.5,54.6,6.9,491454.0,807.0,1101.0,79.0,1101.0,2.0,2.5,15.2,1.88,Ohita Ahidaizu No. 2
PI224275,III,D,W,-,C,Ssp,Tn,S,Y,Y,42.4,18.1,50.6,8.8,11003.0,723.0,1004.0,43.0,1004.0,2.0,2.5,16.9,0.95,Tamamusume
PI226588,III,D,W,G,A,Ssp,Tn,D,Y,Y,44.3,17.7,49.1,9.4,11003.0,721.0,1003.0,71.0,1003.0,3.8,2.8,22.6,1.43,Tochigi No. 2
PI226589,III,D,W,G,A,N,Br,D,Gn,Bf,45.0,17.1,48.5,8.3,11003.0,725.0,1005.0,66.0,1005.0,3.2,2.0,21.6,1.96,Tochigi No. 3
PI226590,III,D,P,-,C,N,Tn,S,Y,Bf,41.3,19.2,46.3,9.2,11003.0,721.0,923.0,61.0,923.0,3.5,2.5,13.8,1.16,Tochigi-Kimusume No. 1
PI226591,IV,D,B,G,A,Ssp,Br,D,Y,Y,40.0,16.9,49.9,11.2,11003.0,730.0,1014.0,81.0,1014.0,3.8,2.3,16.8,0.91,Shin-Mejiro
PI227158,V,D,P,G,E,Ssp,Br,I,Y,Y,43.4,19.1,52.3,5.1,492374.0,622.0,909.0,53.0,909.0,2.0,2.8,18.0,2.2,Changtan
